network_combination,20140422,20140423,20140424,20140425,20140426,20140427,20140428,20140429,20140430,20140502,20140503,20140504,20140505,20140506,20140508,20140509,20140510,20140511,20140512,20140513,20140514,20140515
4:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1:2,0.181363,0.083459,0.158181,0.399989,1.0,0.178213,0.133334,0.028769,0.559589,0.048169,0.073346,0.059574,0.084329,0.362647,0.047846,0.04634,0.147555,0.265951,0.045373,0.185516,0.073475,0.0
1:3,0.0,0.868043,0.027617,0.010491,0.0,0.0,0.025021,0.146164,1.0,0.0,0.0,0.0,0.19934,0.028768,0.0,0.0,0.0,0.029572,0.0,0.08279,0.0,0.0
1:4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.881164,0.0,0.0
1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2:4,0.04996,0.199423,0.287035,0.264757,0.254359,0.359146,1.0,0.679433,0.325471,0.061556,0.0,0.204869,0.650942,0.791505,0.444109,0.318076,0.208482,0.275792,0.271339,0.329007,0.252456,0.0
2:3,0.0,0.75501,1.0,0.034386,0.0,0.0,0.011218,0.023883,0.036909,0.0,0.0,0.0,0.183583,0.0,0.0,0.0,0.014487,0.043317,0.0,0.031248,0.0,0.0
3:4,0.0,0.334371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
